morada1;morada2;coeficiente Atrito
Shopping Brasilia - Associacao Comerciantes;Farmacia Central Valongo;0.5
Farmacia sa;MAR Shopping Matosinhos;0.5
Farmacia sa;Centro comercial parque;0.5
Farmacia sa;Farmacia Guifoes;0.5
Farmacia sa;Centro Comercial Plaza;0.5
Farmacia sa;NorteShopping;0.5
Farmacia sa;Centro Comercial New City;0.5
Farmacia sa;Pereiro Post Office;0.5
Farmacia sa;Farmacia Sousa Torres;0.5
Farmacia sa;Farmacia Avenida;0.5
Farmacia sa;Centro Comercial do Carvalhido;0.5
Farmacia sa;CTT;0.5
Farmacia sa;Posto Correios Forno;0.5
Farmacia sa;Centro de Distribuicao dos Correios de Ermesinde;0.5
Farmacia sa;ArrabidaShopping;0.5
Farmacia sa;Shopping Brasilia - Associacao Comerciantes;0.5
Farmacia sa;Correios CTT Campo Alegre;0.5
Farmacia sa;Posto de Correios de Conde Ferreira;0.5
Farmacia sa;Farmacia Marques da Cunha;0.5
Farmacia sa;Centro Comercial de Cedofeita;0.5
Farmacia sa;Alameda Shop Spot;0.5
Farmacia sa;Post Office Valongo;0.5
Farmacia sa;Shop;0.5
Farmacia sa;Farmacia Sa da Bandeira;0.5
Farmacia sa;Traditional Shopping Street;0.5
Farmacia sa;Espiral Colossal;0.5
Farmacia sa;Centro Comercial Stop;0.5
Farmacia sa;Praceta Salvador Caetano;0.5
Farmacia sa;Farmacia Couto;0.5
Farmacia sa;FISHISCO Pesca;0.5
Farmacia sa;Tecofix Porto;0.5
Farmacia sa;Farmacia de Fanzeres;0.5
Farmacia sa;Farmacia Central Valongo;0.5
Posto de Correios de Conde Ferreira;MAR Shopping Matosinhos;0.5
Posto de Correios de Conde Ferreira;Centro comercial parque;0.5
Posto de Correios de Conde Ferreira;Farmacia Guifoes;0.5
Posto de Correios de Conde Ferreira;Centro Comercial Plaza;0.5
Posto de Correios de Conde Ferreira;NorteShopping;0.5
Posto de Correios de Conde Ferreira;Centro Comercial New City;0.5
Posto de Correios de Conde Ferreira;Pereiro Post Office;0.5
Posto de Correios de Conde Ferreira;Farmacia Sousa Torres;0.5
Posto de Correios de Conde Ferreira;Farmacia Avenida;0.5
Posto de Correios de Conde Ferreira;Centro Comercial do Carvalhido;0.5
Posto de Correios de Conde Ferreira;CTT;0.5
Posto de Correios de Conde Ferreira;Posto Correios Forno;0.5
Posto de Correios de Conde Ferreira;Centro de Distribuicao dos Correios de Ermesinde;0.5
Posto de Correios de Conde Ferreira;ArrabidaShopping;0.5
Posto de Correios de Conde Ferreira;Shopping Brasilia - Associacao Comerciantes;0.5
Posto de Correios de Conde Ferreira;Correios CTT Campo Alegre;0.5
Posto de Correios de Conde Ferreira;Farmacia Marques da Cunha;0.5
Posto de Correios de Conde Ferreira;Centro Comercial de Cedofeita;0.5
Posto de Correios de Conde Ferreira;Alameda Shop Spot;0.5
Posto de Correios de Conde Ferreira;Post Office Valongo;0.5
Posto de Correios de Conde Ferreira;Shop;0.5
Posto de Correios de Conde Ferreira;Farmacia Sa da Bandeira;0.5
Posto de Correios de Conde Ferreira;Traditional Shopping Street;0.5
Posto de Correios de Conde Ferreira;Espiral Colossal;0.5
Posto de Correios de Conde Ferreira;Centro Comercial Stop;0.5
Posto de Correios de Conde Ferreira;Praceta Salvador Caetano;0.5
Posto de Correios de Conde Ferreira;Farmacia Couto;0.5
Posto de Correios de Conde Ferreira;FISHISCO Pesca;0.5
Posto de Correios de Conde Ferreira;Tecofix Porto;0.5
Posto de Correios de Conde Ferreira;Farmacia de Fanzeres;0.5
Posto de Correios de Conde Ferreira;Farmacia Central Valongo;0.5
Farmacia Marques da Cunha;MAR Shopping Matosinhos;0.5
Farmacia Marques da Cunha;Centro comercial parque;0.5
Farmacia Marques da Cunha;Farmacia Guifoes;0.5
Farmacia Marques da Cunha;Centro Comercial Plaza;0.5
Farmacia Marques da Cunha;NorteShopping;0.5
Farmacia Marques da Cunha;Centro Comercial New City;0.5
Farmacia Marques da Cunha;Pereiro Post Office;0.5
Farmacia Marques da Cunha;Farmacia Sousa Torres;0.5
Farmacia Marques da Cunha;Farmacia Avenida;0.5
Farmacia Marques da Cunha;Centro Comercial do Carvalhido;0.5
Farmacia Marques da Cunha;CTT;0.5
Farmacia Marques da Cunha;Posto Correios Forno;0.5
Farmacia Marques da Cunha;Centro de Distribuicao dos Correios de Ermesinde;0.5
Farmacia Marques da Cunha;ArrabidaShopping;0.5
Farmacia Marques da Cunha;Shopping Brasilia - Associacao Comerciantes;0.5
Farmacia Marques da Cunha;Correios CTT Campo Alegre;0.5
Farmacia Marques da Cunha;Farmacia sa;0.5
Farmacia Marques da Cunha;Posto de Correios de Conde Ferreira;0.5
Farmacia Marques da Cunha;Centro Comercial de Cedofeita;0.5
Farmacia Marques da Cunha;Alameda Shop Spot;0.5
Farmacia Marques da Cunha;Shop;0.5
Farmacia Marques da Cunha;Farmacia Sa da Bandeira;0.5
Farmacia Marques da Cunha;Traditional Shopping Street;0.5
Farmacia Marques da Cunha;Espiral Colossal;0.5
Farmacia Marques da Cunha;Centro Comercial Stop;0.5
Farmacia Marques da Cunha;Praceta Salvador Caetano;0.5
Farmacia Marques da Cunha;Farmacia Couto;0.5
Farmacia Marques da Cunha;FISHISCO Pesca;0.5
Farmacia Marques da Cunha;Tecofix Porto;0.5
Farmacia Marques da Cunha;Farmacia de Fanzeres;0.5
Centro Comercial de Cedofeita;MAR Shopping Matosinhos;0.5
Centro Comercial de Cedofeita;Centro comercial parque;0.5
Centro Comercial de Cedofeita;Farmacia Guifoes;0.5
Centro Comercial de Cedofeita;Centro Comercial Plaza;0.5
Centro Comercial de Cedofeita;NorteShopping;0.5
Centro Comercial de Cedofeita;Centro Comercial New City;0.5
Centro Comercial de Cedofeita;Pereiro Post Office;0.5
Centro Comercial de Cedofeita;Farmacia Sousa Torres;0.5
Centro Comercial de Cedofeita;Farmacia Avenida;0.5
Centro Comercial de Cedofeita;Centro Comercial do Carvalhido;0.5
Centro Comercial de Cedofeita;CTT;0.5
Centro Comercial de Cedofeita;Posto Correios Forno;0.5
Centro Comercial de Cedofeita;Centro de Distribuicao dos Correios de Ermesinde;0.5
Centro Comercial de Cedofeita;Shopping Brasilia - Associacao Comerciantes;0.5
Centro Comercial de Cedofeita;Correios CTT Campo Alegre;0.5
Centro Comercial de Cedofeita;Farmacia sa;0.5
Centro Comercial de Cedofeita;Posto de Correios de Conde Ferreira;0.5
Centro Comercial de Cedofeita;Farmacia Marques da Cunha;0.5
Centro Comercial de Cedofeita;Alameda Shop Spot;0.5
Centro Comercial de Cedofeita;Post Office Valongo;0.5
Centro Comercial de Cedofeita;Farmacia Sa da Bandeira;0.5
Centro Comercial de Cedofeita;Traditional Shopping Street;0.5
Centro Comercial de Cedofeita;Espiral Colossal;0.5
Centro Comercial de Cedofeita;Centro Comercial Stop;0.5
Centro Comercial de Cedofeita;Praceta Salvador Caetano;0.5
Centro Comercial de Cedofeita;Farmacia Couto;0.5
Centro Comercial de Cedofeita;FISHISCO Pesca;0.5
Centro Comercial de Cedofeita;Tecofix Porto;0.5
Centro Comercial de Cedofeita;Farmacia de Fanzeres;0.5
Centro Comercial de Cedofeita;Farmacia Central Valongo;0.5
Alameda Shop Spot;MAR Shopping Matosinhos;0.5
Alameda Shop Spot;Centro comercial parque;0.5
Alameda Shop Spot;Farmacia Guifoes;0.5
Alameda Shop Spot;Centro Comercial Plaza;0.5
Alameda Shop Spot;NorteShopping;0.5
Alameda Shop Spot;Centro Comercial New City;0.5
Alameda Shop Spot;Pereiro Post Office;0.5
Alameda Shop Spot;Farmacia Sousa Torres;0.5
Alameda Shop Spot;Farmacia Avenida;0.5
Alameda Shop Spot;Centro Comercial do Carvalhido;0.5
Alameda Shop Spot;CTT;0.5
Alameda Shop Spot;Centro de Distribuicao dos Correios de Ermesinde;0.5
Alameda Shop Spot;ArrabidaShopping;0.5
Alameda Shop Spot;Shopping Brasilia - Associacao Comerciantes;0.5
Alameda Shop Spot;Correios CTT Campo Alegre;0.5
Alameda Shop Spot;Farmacia sa;0.5
Alameda Shop Spot;Farmacia Marques da Cunha;0.5
Alameda Shop Spot;Centro Comercial de Cedofeita;0.5
Alameda Shop Spot;Post Office Valongo;0.5
Alameda Shop Spot;Shop;0.5
Alameda Shop Spot;Farmacia Sa da Bandeira;0.5
Alameda Shop Spot;Traditional Shopping Street;0.5
Alameda Shop Spot;Espiral Colossal;0.5
Alameda Shop Spot;Centro Comercial Stop;0.5
Alameda Shop Spot;Praceta Salvador Caetano;0.5
Alameda Shop Spot;Farmacia Couto;0.5
Alameda Shop Spot;FISHISCO Pesca;0.5
Alameda Shop Spot;Tecofix Porto;0.5
Alameda Shop Spot;Farmacia de Fanzeres;0.5
Alameda Shop Spot;Farmacia Central Valongo;0.5
Post Office Valongo;MAR Shopping Matosinhos;0.5
Post Office Valongo;Centro comercial parque;0.5
Post Office Valongo;Farmacia Guifoes;0.5
Post Office Valongo;Centro Comercial Plaza;0.5
Post Office Valongo;NorteShopping;0.5
Post Office Valongo;Centro Comercial New City;0.5
Post Office Valongo;Pereiro Post Office;0.5
Post Office Valongo;Farmacia Sousa Torres;0.5
Post Office Valongo;Farmacia Avenida;0.5
Post Office Valongo;Centro Comercial do Carvalhido;0.5
Post Office Valongo;CTT;0.5
Post Office Valongo;Posto Correios Forno;0.5
Post Office Valongo;Centro de Distribuicao dos Correios de Ermesinde;0.5
Post Office Valongo;ArrabidaShopping;0.5
Post Office Valongo;Shopping Brasilia - Associacao Comerciantes;0.5
Post Office Valongo;Correios CTT Campo Alegre;0.5
Post Office Valongo;Farmacia sa;0.5
Post Office Valongo;Posto de Correios de Conde Ferreira;0.5
Post Office Valongo;Centro Comercial de Cedofeita;0.5
Post Office Valongo;Alameda Shop Spot;0.5
Post Office Valongo;Shop;0.5
Post Office Valongo;Farmacia Sa da Bandeira;0.5
Post Office Valongo;Traditional Shopping Street;0.5
Post Office Valongo;Espiral Colossal;0.5
Post Office Valongo;Centro Comercial Stop;0.5
Post Office Valongo;Praceta Salvador Caetano;0.5
Post Office Valongo;Farmacia Couto;0.5
Post Office Valongo;FISHISCO Pesca;0.5
Post Office Valongo;Tecofix Porto;0.5
Post Office Valongo;Farmacia de Fanzeres;0.5
Post Office Valongo;Farmacia Central Valongo;0.5
Shop;MAR Shopping Matosinhos;0.5
Shop;Centro comercial parque;0.5
Shop;Farmacia Guifoes;0.5
Shop;Centro Comercial Plaza;0.5
Shop;NorteShopping;0.5
Shop;Centro Comercial New City;0.5
Shop;Pereiro Post Office;0.5
Shop;Farmacia Sousa Torres;0.5
Shop;Farmacia Avenida;0.5
Shop;Centro Comercial do Carvalhido;0.5
Shop;CTT;0.5
Shop;Posto Correios Forno;0.5
Shop;Centro de Distribuicao dos Correios de Ermesinde;0.5
Shop;ArrabidaShopping;0.5
Shop;Shopping Brasilia - Associacao Comerciantes;0.5
Shop;Correios CTT Campo Alegre;0.5
Shop;Farmacia sa;0.5
Shop;Posto de Correios de Conde Ferreira;0.5
Shop;Farmacia Marques da Cunha;0.5
Shop;Centro Comercial de Cedofeita;0.5
Shop;Alameda Shop Spot;0.5
Shop;Post Office Valongo;0.5
Shop;Farmacia Sa da Bandeira;0.5
Shop;Traditional Shopping Street;0.5
Shop;Espiral Colossal;0.5
Shop;Centro Comercial Stop;0.5
Shop;Praceta Salvador Caetano;0.5
Shop;Farmacia Couto;0.5
Shop;FISHISCO Pesca;0.5
Shop;Tecofix Porto;0.5
Shop;Farmacia de Fanzeres;0.5
Shop;Farmacia Central Valongo;0.5
Farmacia Sa da Bandeira;MAR Shopping Matosinhos;0.5
Farmacia Sa da Bandeira;Centro comercial parque;0.5
Farmacia Sa da Bandeira;Farmacia Guifoes;0.5
Farmacia Sa da Bandeira;Centro Comercial Plaza;0.5
Farmacia Sa da Bandeira;NorteShopping;0.5
Farmacia Sa da Bandeira;Centro Comercial New City;0.5
Farmacia Sa da Bandeira;Pereiro Post Office;0.5
Farmacia Sa da Bandeira;Farmacia Sousa Torres;0.5
Farmacia Sa da Bandeira;Farmacia Avenida;0.5
Farmacia Sa da Bandeira;Centro Comercial do Carvalhido;0.5
Farmacia Sa da Bandeira;CTT;0.5
Farmacia Sa da Bandeira;Posto Correios Forno;0.5
Farmacia Sa da Bandeira;Centro de Distribuicao dos Correios de Ermesinde;0.5
Farmacia Sa da Bandeira;ArrabidaShopping;0.5
Farmacia Sa da Bandeira;Shopping Brasilia - Associacao Comerciantes;0.5
Farmacia Sa da Bandeira;Correios CTT Campo Alegre;0.5
Farmacia Sa da Bandeira;Farmacia sa;0.5
Farmacia Sa da Bandeira;Posto de Correios de Conde Ferreira;0.5
Farmacia Sa da Bandeira;Farmacia Marques da Cunha;0.5
Farmacia Sa da Bandeira;Centro Comercial de Cedofeita;0.5
Farmacia Sa da Bandeira;Alameda Shop Spot;0.5
Farmacia Sa da Bandeira;Post Office Valongo;0.5
Farmacia Sa da Bandeira;Shop;0.5
Farmacia Sa da Bandeira;Traditional Shopping Street;0.5
Farmacia Sa da Bandeira;Espiral Colossal;0.5
Farmacia Sa da Bandeira;Centro Comercial Stop;0.5
Farmacia Sa da Bandeira;Praceta Salvador Caetano;0.5
Farmacia Sa da Bandeira;Farmacia Couto;0.5
Farmacia Sa da Bandeira;FISHISCO Pesca;0.5
Farmacia Sa da Bandeira;Tecofix Porto;0.5
Farmacia Sa da Bandeira;Farmacia de Fanzeres;0.5
Farmacia Sa da Bandeira;Farmacia Central Valongo;0.5
Traditional Shopping Street;MAR Shopping Matosinhos;0.5
Traditional Shopping Street;Centro comercial parque;0.5
Traditional Shopping Street;Farmacia Guifoes;0.5
Traditional Shopping Street;Centro Comercial Plaza;0.5
Traditional Shopping Street;NorteShopping;0.5
Traditional Shopping Street;Centro Comercial New City;0.5
Traditional Shopping Street;Pereiro Post Office;0.5
Traditional Shopping Street;Farmacia Sousa Torres;0.5
Traditional Shopping Street;Farmacia Avenida;0.5
Traditional Shopping Street;Centro Comercial do Carvalhido;0.5
Traditional Shopping Street;Posto Correios Forno;0.5
Traditional Shopping Street;Centro de Distribuicao dos Correios de Ermesinde;0.5
Traditional Shopping Street;ArrabidaShopping;0.5
Traditional Shopping Street;Shopping Brasilia - Associacao Comerciantes;0.5
Traditional Shopping Street;Correios CTT Campo Alegre;0.5
Traditional Shopping Street;Farmacia sa;0.5
Traditional Shopping Street;Posto de Correios de Conde Ferreira;0.5
Traditional Shopping Street;Farmacia Marques da Cunha;0.5
Traditional Shopping Street;Centro Comercial de Cedofeita;0.5
Traditional Shopping Street;Alameda Shop Spot;0.5
Traditional Shopping Street;Post Office Valongo;0.5
Traditional Shopping Street;Shop;0.5
Traditional Shopping Street;Farmacia Sa da Bandeira;0.5
Traditional Shopping Street;Espiral Colossal;0.5
Traditional Shopping Street;Centro Comercial Stop;0.5
Traditional Shopping Street;Praceta Salvador Caetano;0.5
Traditional Shopping Street;Farmacia Couto;0.5
Traditional Shopping Street;FISHISCO Pesca;0.5
Traditional Shopping Street;Tecofix Porto;0.5
Traditional Shopping Street;Farmacia de Fanzeres;0.5
Traditional Shopping Street;Farmacia Central Valongo;0.5
Espiral Colossal;MAR Shopping Matosinhos;0.5
Espiral Colossal;Centro comercial parque;0.5
Espiral Colossal;Farmacia Guifoes;0.5
Espiral Colossal;Centro Comercial Plaza;0.5
Espiral Colossal;NorteShopping;0.5
Espiral Colossal;Centro Comercial New City;0.5
Espiral Colossal;Pereiro Post Office;0.5
Espiral Colossal;Farmacia Sousa Torres;0.5
Espiral Colossal;Farmacia Avenida;0.5
Espiral Colossal;Centro Comercial do Carvalhido;0.5
Espiral Colossal;CTT;0.5
Espiral Colossal;Posto Correios Forno;0.5
Espiral Colossal;Centro de Distribuicao dos Correios de Ermesinde;0.5
Espiral Colossal;ArrabidaShopping;0.5
Espiral Colossal;Shopping Brasilia - Associacao Comerciantes;0.5
Espiral Colossal;Correios CTT Campo Alegre;0.5
Espiral Colossal;Farmacia sa;0.5
Espiral Colossal;Posto de Correios de Conde Ferreira;0.5
Espiral Colossal;Farmacia Marques da Cunha;0.5
Espiral Colossal;Centro Comercial de Cedofeita;0.5
Espiral Colossal;Alameda Shop Spot;0.5
Espiral Colossal;Post Office Valongo;0.5
Espiral Colossal;Shop;0.5
Espiral Colossal;Farmacia Sa da Bandeira;0.5
Espiral Colossal;Traditional Shopping Street;0.5
Espiral Colossal;Praceta Salvador Caetano;0.5
Espiral Colossal;Farmacia Couto;0.5
Espiral Colossal;FISHISCO Pesca;0.5
Espiral Colossal;Tecofix Porto;0.5
Espiral Colossal;Farmacia de Fanzeres;0.5
Espiral Colossal;Farmacia Central Valongo;0.5
Centro Comercial Stop;MAR Shopping Matosinhos;0.5
Centro Comercial Stop;Centro comercial parque;0.5
Centro Comercial Stop;Farmacia Guifoes;0.5
Centro Comercial Stop;Centro Comercial Plaza;0.5
Centro Comercial Stop;NorteShopping;0.5
Centro Comercial Stop;Centro Comercial New City;0.5
Centro Comercial Stop;Pereiro Post Office;0.5
Centro Comercial Stop;Farmacia Sousa Torres;0.5
Centro Comercial Stop;Farmacia Avenida;0.5
Centro Comercial Stop;Centro Comercial do Carvalhido;0.5
Centro Comercial Stop;CTT;0.5
Centro Comercial Stop;Posto Correios Forno;0.5
Centro Comercial Stop;Centro de Distribuicao dos Correios de Ermesinde;0.5
Centro Comercial Stop;ArrabidaShopping;0.5
Centro Comercial Stop;Shopping Brasilia - Associacao Comerciantes;0.5
Centro Comercial Stop;Correios CTT Campo Alegre;0.5
Centro Comercial Stop;Farmacia sa;0.5
Centro Comercial Stop;Posto de Correios de Conde Ferreira;0.5
Centro Comercial Stop;Farmacia Marques da Cunha;0.5
Centro Comercial Stop;Centro Comercial de Cedofeita;0.5
Centro Comercial Stop;Alameda Shop Spot;0.5
Centro Comercial Stop;Post Office Valongo;0.5
Centro Comercial Stop;Shop;0.5
Centro Comercial Stop;Farmacia Sa da Bandeira;0.5
Centro Comercial Stop;Traditional Shopping Street;0.5
Centro Comercial Stop;Espiral Colossal;0.5
Centro Comercial Stop;Praceta Salvador Caetano;0.5
Centro Comercial Stop;Farmacia Couto;0.5
Centro Comercial Stop;FISHISCO Pesca;0.5
Centro Comercial Stop;Tecofix Porto;0.5
Centro Comercial Stop;Farmacia de Fanzeres;0.5
Centro Comercial Stop;Farmacia Central Valongo;0.5
Praceta Salvador Caetano;MAR Shopping Matosinhos;0.5
Praceta Salvador Caetano;Centro comercial parque;0.5
Praceta Salvador Caetano;Farmacia Guifoes;0.5
Praceta Salvador Caetano;Centro Comercial Plaza;0.5
Praceta Salvador Caetano;NorteShopping;0.5
Praceta Salvador Caetano;Centro Comercial New City;0.5
Praceta Salvador Caetano;Pereiro Post Office;0.5
Praceta Salvador Caetano;Farmacia Sousa Torres;0.5
Praceta Salvador Caetano;Farmacia Avenida;0.5
Praceta Salvador Caetano;Centro Comercial do Carvalhido;0.5
Praceta Salvador Caetano;CTT;0.5
Praceta Salvador Caetano;Posto Correios Forno;0.5
Praceta Salvador Caetano;Centro de Distribuicao dos Correios de Ermesinde;0.5
Praceta Salvador Caetano;ArrabidaShopping;0.5
Praceta Salvador Caetano;Shopping Brasilia - Associacao Comerciantes;0.5
Praceta Salvador Caetano;Correios CTT Campo Alegre;0.5
Praceta Salvador Caetano;Farmacia sa;0.5
Praceta Salvador Caetano;Posto de Correios de Conde Ferreira;0.5
Praceta Salvador Caetano;Farmacia Marques da Cunha;0.5
Praceta Salvador Caetano;Centro Comercial de Cedofeita;0.5
Praceta Salvador Caetano;Alameda Shop Spot;0.5
Praceta Salvador Caetano;Post Office Valongo;0.5
Praceta Salvador Caetano;Shop;0.5
Praceta Salvador Caetano;Farmacia Sa da Bandeira;0.5
Praceta Salvador Caetano;Traditional Shopping Street;0.5
Praceta Salvador Caetano;Espiral Colossal;0.5
Praceta Salvador Caetano;Centro Comercial Stop;0.5
Praceta Salvador Caetano;Farmacia Couto;0.5
Praceta Salvador Caetano;FISHISCO Pesca;0.5
Praceta Salvador Caetano;Tecofix Porto;0.5
Praceta Salvador Caetano;Farmacia de Fanzeres;0.5
Praceta Salvador Caetano;Farmacia Central Valongo;0.5
Farmacia Couto;MAR Shopping Matosinhos;0.5
Farmacia Couto;Centro comercial parque;0.5
Farmacia Couto;Farmacia Guifoes;0.5
Farmacia Couto;Centro Comercial Plaza;0.5
Farmacia Couto;NorteShopping;0.5
Farmacia Couto;Centro Comercial New City;0.5
Farmacia Couto;Pereiro Post Office;0.5
Farmacia Couto;Farmacia Sousa Torres;0.5
Farmacia Couto;Farmacia Avenida;0.5
Farmacia Couto;Centro Comercial do Carvalhido;0.5
Farmacia Couto;CTT;0.5
Farmacia Couto;Posto Correios Forno;0.5
Farmacia Couto;Centro de Distribuicao dos Correios de Ermesinde;0.5
Farmacia Couto;ArrabidaShopping;0.5
Farmacia Couto;Shopping Brasilia - Associacao Comerciantes;0.5
Farmacia Couto;Correios CTT Campo Alegre;0.5
Farmacia Couto;Farmacia sa;0.5
Farmacia Couto;Posto de Correios de Conde Ferreira;0.5
Farmacia Couto;Farmacia Marques da Cunha;0.5
Farmacia Couto;Centro Comercial de Cedofeita;0.5
Farmacia Couto;Alameda Shop Spot;0.5
Farmacia Couto;Post Office Valongo;0.5
Farmacia Couto;Shop;0.5
Farmacia Couto;Farmacia Sa da Bandeira;0.5
Farmacia Couto;Traditional Shopping Street;0.5
Farmacia Couto;Espiral Colossal;0.5
Farmacia Couto;Centro Comercial Stop;0.5
Farmacia Couto;Praceta Salvador Caetano;0.5
Farmacia Couto;FISHISCO Pesca;0.5
Farmacia Couto;Tecofix Porto;0.5
Farmacia Couto;Farmacia de Fanzeres;0.5
Farmacia Couto;Farmacia Central Valongo;0.5
FISHISCO Pesca;MAR Shopping Matosinhos;0.5
FISHISCO Pesca;Centro comercial parque;0.5
FISHISCO Pesca;Farmacia Guifoes;0.5
FISHISCO Pesca;Centro Comercial Plaza;0.5
FISHISCO Pesca;NorteShopping;0.5
FISHISCO Pesca;Centro Comercial New City;0.5
FISHISCO Pesca;Pereiro Post Office;0.5
FISHISCO Pesca;Farmacia Sousa Torres;0.5
FISHISCO Pesca;Farmacia Avenida;0.5
FISHISCO Pesca;Centro Comercial do Carvalhido;0.5
FISHISCO Pesca;CTT;0.5
FISHISCO Pesca;Posto Correios Forno;0.5
FISHISCO Pesca;Centro de Distribuicao dos Correios de Ermesinde;0.5
FISHISCO Pesca;ArrabidaShopping;0.5
FISHISCO Pesca;Shopping Brasilia - Associacao Comerciantes;0.5
FISHISCO Pesca;Correios CTT Campo Alegre;0.5
FISHISCO Pesca;Farmacia sa;0.5
FISHISCO Pesca;Posto de Correios de Conde Ferreira;0.5
FISHISCO Pesca;Farmacia Marques da Cunha;0.5
FISHISCO Pesca;Centro Comercial de Cedofeita;0.5
FISHISCO Pesca;Alameda Shop Spot;0.5
FISHISCO Pesca;Post Office Valongo;0.5
FISHISCO Pesca;Shop;0.5
FISHISCO Pesca;Farmacia Sa da Bandeira;0.5
FISHISCO Pesca;Traditional Shopping Street;0.5
FISHISCO Pesca;Espiral Colossal;0.5
FISHISCO Pesca;Centro Comercial Stop;0.5
FISHISCO Pesca;Praceta Salvador Caetano;0.5
FISHISCO Pesca;Farmacia Couto;0.5
FISHISCO Pesca;Farmacia de Fanzeres;0.5
FISHISCO Pesca;Farmacia Central Valongo;0.5
Tecofix Porto;MAR Shopping Matosinhos;0.5
Tecofix Porto;Centro comercial parque;0.5
Tecofix Porto;Farmacia Guifoes;0.5
Tecofix Porto;Centro Comercial Plaza;0.5
Tecofix Porto;NorteShopping;0.5
Tecofix Porto;Centro Comercial New City;0.5
Tecofix Porto;Pereiro Post Office;0.5
Tecofix Porto;Farmacia Sousa Torres;0.5
Tecofix Porto;Farmacia Avenida;0.5
Tecofix Porto;Centro Comercial do Carvalhido;0.5
Tecofix Porto;CTT;0.5
Tecofix Porto;Posto Correios Forno;0.5
Tecofix Porto;Centro de Distribuicao dos Correios de Ermesinde;0.5
Tecofix Porto;ArrabidaShopping;0.5
Tecofix Porto;Shopping Brasilia - Associacao Comerciantes;0.5
Tecofix Porto;Correios CTT Campo Alegre;0.5
Tecofix Porto;Farmacia sa;0.5
Tecofix Porto;Posto de Correios de Conde Ferreira;0.5
Tecofix Porto;Farmacia Marques da Cunha;0.5
Tecofix Porto;Centro Comercial de Cedofeita;0.5
Tecofix Porto;Alameda Shop Spot;0.5
Tecofix Porto;Post Office Valongo;0.5
Tecofix Porto;Shop;0.5
Tecofix Porto;Farmacia Sa da Bandeira;0.5
Tecofix Porto;Traditional Shopping Street;0.5
Tecofix Porto;Espiral Colossal;0.5
Tecofix Porto;Centro Comercial Stop;0.5
Tecofix Porto;Praceta Salvador Caetano;0.5
Tecofix Porto;Farmacia Couto;0.5
Tecofix Porto;Farmacia de Fanzeres;0.5
Tecofix Porto;Farmacia Central Valongo;0.5
Farmacia de Fanzeres;MAR Shopping Matosinhos;0.5
Farmacia de Fanzeres;Centro comercial parque;0.5
Farmacia de Fanzeres;Farmacia Guifoes;0.5
Farmacia de Fanzeres;Centro Comercial Plaza;0.5
Farmacia de Fanzeres;NorteShopping;0.5
Farmacia de Fanzeres;Centro Comercial New City;0.5
Farmacia de Fanzeres;Pereiro Post Office;0.5
Farmacia de Fanzeres;Farmacia Sousa Torres;0.5
Farmacia de Fanzeres;Farmacia Avenida;0.5
Farmacia de Fanzeres;Centro Comercial do Carvalhido;0.5
Farmacia de Fanzeres;CTT;0.5
Farmacia de Fanzeres;Posto Correios Forno;0.5
Farmacia de Fanzeres;Centro de Distribuicao dos Correios de Ermesinde;0.5
Farmacia de Fanzeres;ArrabidaShopping;0.5
Farmacia de Fanzeres;Shopping Brasilia - Associacao Comerciantes;0.5
Farmacia de Fanzeres;Correios CTT Campo Alegre;0.5
Farmacia de Fanzeres;Farmacia sa;0.5
Farmacia de Fanzeres;Posto de Correios de Conde Ferreira;0.5
Farmacia de Fanzeres;Farmacia Marques da Cunha;0.5
Farmacia de Fanzeres;Centro Comercial de Cedofeita;0.5
Farmacia de Fanzeres;Alameda Shop Spot;0.5
Farmacia de Fanzeres;Post Office Valongo;0.5
Farmacia de Fanzeres;Shop;0.5
Farmacia de Fanzeres;Farmacia Sa da Bandeira;0.5
Farmacia de Fanzeres;Traditional Shopping Street;0.5
Farmacia de Fanzeres;Espiral Colossal;0.5
Farmacia de Fanzeres;Centro Comercial Stop;0.5
Farmacia de Fanzeres;Praceta Salvador Caetano;0.5
Farmacia de Fanzeres;Farmacia Couto;0.5
Farmacia de Fanzeres;FISHISCO Pesca;0.5
Farmacia de Fanzeres;Tecofix Porto;0.5
Farmacia de Fanzeres;Farmacia Central Valongo;0.5
Farmacia Central Valongo;MAR Shopping Matosinhos;0.5
Farmacia Central Valongo;Centro comercial parque;0.5
Farmacia Central Valongo;Farmacia Guifoes;0.5
Farmacia Central Valongo;Centro Comercial Plaza;0.5
Farmacia Central Valongo;NorteShopping;0.5
Farmacia Central Valongo;Centro Comercial New City;0.5
Farmacia Central Valongo;Pereiro Post Office;0.5
Farmacia Central Valongo;Farmacia Sousa Torres;0.5
Farmacia Central Valongo;Farmacia Avenida;0.5
Farmacia Central Valongo;Centro Comercial do Carvalhido;0.5
Farmacia Central Valongo;CTT;0.5
Farmacia Central Valongo;Posto Correios Forno;0.5
Farmacia Central Valongo;Centro de Distribuicao dos Correios de Ermesinde;0.5
Farmacia Central Valongo;ArrabidaShopping;0.5
Farmacia Central Valongo;Shopping Brasilia - Associacao Comerciantes;0.5
Farmacia Central Valongo;Correios CTT Campo Alegre;0.5
Farmacia Central Valongo;Farmacia sa;0.5
Farmacia Central Valongo;Posto de Correios de Conde Ferreira;0.5
